id,image,label_auto,overlay,base_code,color,side,group,width,height,verdict,confidence,coverage,ensemble_iou,holes,solidity,latency_ms,occurrences,used_by_bases,source_path,md5,reason,review_status,reviewer_note,label_final,split
050_US3DAM11_pink_front,images/050_US3DAM11_pink_front.jpg,labels_auto/050_US3DAM11_pink_front.png,overlays/050_US3DAM11_pink_front.jpg,US3DAM11,pink,front,US3DAM11_front,1200,1200,READY,0.961,0.2668,0.9132,1,0.9836,2148.9,4,US3DAM11 US3DAM11UL USAAM11FB USGAM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM11/pink-front-model.jpg,af94204059e6474cb6e6ef4aa7966cf6,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/050_US3DAM11_pink_front.png,train
051_US3DAM11_red_back,images/051_US3DAM11_red_back.jpg,labels_auto/051_US3DAM11_red_back.png,overlays/051_US3DAM11_red_back.jpg,US3DAM11,red,back,US3DAM11_back,1200,1200,READY,0.9606,0.37838,0.9111,2,0.9833,1617.9,4,US3DAM11 US3DAM11UL USAAM11FB USGAM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM11/red-back-model.jpg,a12ff892f98d87ca890cb7cc7932289d,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/051_US3DAM11_red_back.png,train
052_US3DAM11_red_front,images/052_US3DAM11_red_front.jpg,labels_auto/052_US3DAM11_red_front.png,overlays/052_US3DAM11_red_front.jpg,US3DAM11,red,front,US3DAM11_front,1200,1200,READY,0.961,0.26687,0.913,1,0.9835,2116.8,4,US3DAM11 US3DAM11UL USAAM11FB USGAM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM11/red-front-model.jpg,aaf2b000da5a3c67e2cdcf69d372a0a4,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/052_US3DAM11_red_front.png,train
053_US3DAM11_yellow_back,images/053_US3DAM11_yellow_back.jpg,labels_auto/053_US3DAM11_yellow_back.png,overlays/053_US3DAM11_yellow_back.jpg,US3DAM11,yellow,back,US3DAM11_back,1200,1200,READY,0.9606,0.3782,0.9156,2,0.9833,1690.0,4,US3DAM11 US3DAM11UL USAAM11FB USGAM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM11/yellow-back-model.jpg,f82da781499bfb3b5f47361513371f2a,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/053_US3DAM11_yellow_back.png,train
054_US3DAM11_yellow_front,images/054_US3DAM11_yellow_front.jpg,labels_auto/054_US3DAM11_yellow_front.png,overlays/054_US3DAM11_yellow_front.jpg,US3DAM11,yellow,front,US3DAM11_front,1200,1200,READY,0.961,0.26673,0.9135,1,0.9836,2149.1,4,US3DAM11 US3DAM11UL USAAM11FB USGAM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM11/yellow-front-model.jpg,42a32b8a5dbca3c727be417a9bc50466,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/054_US3DAM11_yellow_front.png,train
055_US3DAM15_black_back,images/055_US3DAM15_black_back.jpg,labels_auto/055_US3DAM15_black_back.png,overlays/055_US3DAM15_black_back.jpg,US3DAM15,black,back,US3DAM15_back,1200,1200,REVIEW,0.9379,0.36925,0.9924,2,0.8551,1666.2,2,US3DAM15 US3DAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/black-back-model.jpg,a71cb9ea760d0dfb7af2622b50c1e1fa,"Silhouette is atypical for drinkware (bbox fill 0.4972, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/055_US3DAM15_black_back.png,train
056_US3DAM15_black_front,images/056_US3DAM15_black_front.jpg,labels_auto/056_US3DAM15_black_front.png,overlays/056_US3DAM15_black_front.jpg,US3DAM15,black,front,US3DAM15_front,1200,1200,READY,0.97,0.26839,0.9907,1,0.9797,2139.3,2,US3DAM15 US3DAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/black-front-model.jpg,1c0116e0fc1f6cdde15df619f67388d9,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/056_US3DAM15_black_front.png,train
057_US3DAM15_light-blue_back,images/057_US3DAM15_light-blue_back.jpg,labels_auto/057_US3DAM15_light-blue_back.png,overlays/057_US3DAM15_light-blue_back.jpg,US3DAM15,light-blue,back,US3DAM15_back,1200,1200,REVIEW,0.9377,0.36941,0.9918,2,0.8551,1660.1,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/lightblue-back-model.jpg,f8f7fb387bfb75a11efaad65b6421c88,"Silhouette is atypical for drinkware (bbox fill 0.4974, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/057_US3DAM15_light-blue_back.png,train
058_US3DAM15_light-blue_front,images/058_US3DAM15_light-blue_front.jpg,labels_auto/058_US3DAM15_light-blue_front.png,overlays/058_US3DAM15_light-blue_front.jpg,US3DAM15,light-blue,front,US3DAM15_front,1200,1200,READY,0.9677,0.26849,0.9895,1,0.9796,2143.3,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/lightblue-front-model.jpg,3e8af9b175a8058713121482bf89c494,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/058_US3DAM15_light-blue_front.png,train
059_US3DAM15_light-green_back,images/059_US3DAM15_light-green_back.jpg,labels_auto/059_US3DAM15_light-green_back.png,overlays/059_US3DAM15_light-green_back.jpg,US3DAM15,light-green,back,US3DAM15_back,1200,1200,REVIEW,0.9371,0.36955,0.9918,2,0.8549,1613.4,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/lightgreen-back-model.jpg,fc671f861ebe5fe9f2de50319b51f2ce,"Silhouette is atypical for drinkware (bbox fill 0.4976, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/059_US3DAM15_light-green_back.png,train
060_US3DAM15_light-green_front,images/060_US3DAM15_light-green_front.jpg,labels_auto/060_US3DAM15_light-green_front.png,overlays/060_US3DAM15_light-green_front.jpg,US3DAM15,light-green,front,US3DAM15_front,1200,1200,READY,0.9671,0.26857,0.9899,1,0.9795,2132.9,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/lightgreen-front-model.jpg,daf933d0ba75d478c933c2677eeab1b5,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/060_US3DAM15_light-green_front.png,train
061_US3DAM15_maroon_back,images/061_US3DAM15_maroon_back.jpg,labels_auto/061_US3DAM15_maroon_back.png,overlays/061_US3DAM15_maroon_back.jpg,US3DAM15,maroon,back,US3DAM15_back,1200,1200,REVIEW,0.9382,0.36932,0.9933,2,0.8551,1664.9,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/maroon-back-model.jpg,1088cdd212c0f7259f3855c304aa9ff3,"Silhouette is atypical for drinkware (bbox fill 0.4973, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/061_US3DAM15_maroon_back.png,train
062_US3DAM15_maroon_front,images/062_US3DAM15_maroon_front.jpg,labels_auto/062_US3DAM15_maroon_front.png,overlays/062_US3DAM15_maroon_front.jpg,US3DAM15,maroon,front,US3DAM15_front,1200,1200,READY,0.9713,0.26843,0.9924,1,0.9796,2170.1,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/maroon-front-model.jpg,ed8a9164ac46d22512c7ad9f71436852,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/062_US3DAM15_maroon_front.png,train
063_US3DAM15_navy_back,images/063_US3DAM15_navy_back.jpg,labels_auto/063_US3DAM15_navy_back.png,overlays/063_US3DAM15_navy_back.jpg,US3DAM15,navy,back,US3DAM15_back,1200,1200,REVIEW,0.9379,0.36932,0.9918,2,0.8551,1675.0,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/navy-back-model.jpg,062c321f2f308ca417e8cda8f6be3256,"Silhouette is atypical for drinkware (bbox fill 0.4973, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/063_US3DAM15_navy_back.png,train
064_US3DAM15_navy_front,images/064_US3DAM15_navy_front.jpg,labels_auto/064_US3DAM15_navy_front.png,overlays/064_US3DAM15_navy_front.jpg,US3DAM15,navy,front,US3DAM15_front,1200,1200,READY,0.9689,0.26843,0.9899,1,0.9796,2114.9,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/navy-front-model.jpg,33aa6ea281f88524ada4f5f58c4d7b84,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/064_US3DAM15_navy_front.png,train
065_US3DAM15_orange_back,images/065_US3DAM15_orange_back.jpg,labels_auto/065_US3DAM15_orange_back.png,overlays/065_US3DAM15_orange_back.jpg,US3DAM15,orange,back,US3DAM15_back,1200,1200,REVIEW,0.9371,0.36949,0.9918,2,0.8549,1667.2,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/orange-back-model.jpg,29f70c81c14a76b52bbe3ff760f7b57a,"Silhouette is atypical for drinkware (bbox fill 0.4975, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/065_US3DAM15_orange_back.png,train
066_US3DAM15_orange_front,images/066_US3DAM15_orange_front.jpg,labels_auto/066_US3DAM15_orange_front.png,overlays/066_US3DAM15_orange_front.jpg,US3DAM15,orange,front,US3DAM15_front,1200,1200,READY,0.9707,0.26852,0.9913,1,0.9796,2139.4,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/orange-front-model.jpg,2f8d3930df95e9322d9ed9b2f79a477b,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/066_US3DAM15_orange_front.png,train
067_US3DAM15_pink_back,images/067_US3DAM15_pink_back.jpg,labels_auto/067_US3DAM15_pink_back.png,overlays/067_US3DAM15_pink_back.jpg,US3DAM15,pink,back,US3DAM15_back,1200,1200,REVIEW,0.9376,0.36957,0.9936,2,0.8549,1638.9,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/pink-back-model.jpg,c3718b25ffa40e21d67c842b177a42fe,"Silhouette is atypical for drinkware (bbox fill 0.4976, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/067_US3DAM15_pink_back.png,train
068_US3DAM15_pink_front,images/068_US3DAM15_pink_front.jpg,labels_auto/068_US3DAM15_pink_front.png,overlays/068_US3DAM15_pink_front.jpg,US3DAM15,pink,front,US3DAM15_front,1200,1200,READY,0.9711,0.26858,0.9925,1,0.9795,2133.7,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/pink-front-model.jpg,a968b1eca8050842ae0ae2c3b76e1017,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/068_US3DAM15_pink_front.png,train
069_US3DAM15_red_back,images/069_US3DAM15_red_back.jpg,labels_auto/069_US3DAM15_red_back.png,overlays/069_US3DAM15_red_back.jpg,US3DAM15,red,back,US3DAM15_back,1200,1200,REVIEW,0.9378,0.36933,0.9923,2,0.8551,1644.6,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/red-back-model.jpg,68cef5fce12fe3cb32de3f2d7c5de039,"Silhouette is atypical for drinkware (bbox fill 0.4973, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/069_US3DAM15_red_back.png,train
070_US3DAM15_red_front,images/070_US3DAM15_red_front.jpg,labels_auto/070_US3DAM15_red_front.png,overlays/070_US3DAM15_red_front.jpg,US3DAM15,red,front,US3DAM15_front,1200,1200,READY,0.9712,0.26842,0.9915,1,0.9796,2103.1,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/red-front-model.jpg,91c82dd8ca7f507d7f4f6610b86d1b04,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/070_US3DAM15_red_front.png,train
071_US3DAM15_yellow_back,images/071_US3DAM15_yellow_back.jpg,labels_auto/071_US3DAM15_yellow_back.png,overlays/071_US3DAM15_yellow_back.jpg,US3DAM15,yellow,back,US3DAM15_back,1200,1200,REVIEW,0.9366,0.36969,0.9924,2,0.8548,1694.6,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/yellow-back-model.jpg,88866fb6d5d3b623d87c6e63b4c84f41,"Silhouette is atypical for drinkware (bbox fill 0.4978, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/071_US3DAM15_yellow_back.png,train
072_US3DAM15_yellow_front,images/072_US3DAM15_yellow_front.jpg,labels_auto/072_US3DAM15_yellow_front.png,overlays/072_US3DAM15_yellow_front.jpg,US3DAM15,yellow,front,US3DAM15_front,1200,1200,READY,0.9682,0.26867,0.9918,1,0.9794,2118.5,3,US3DAM15 US3DAM15UL USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DAM15/yellow-front-model.jpg,b01fdb09490b0c6466f219fe072d1e18,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/072_US3DAM15_yellow_front.png,train
073_US3DCM11_black_back,images/073_US3DCM11_black_back.jpg,labels_auto/073_US3DCM11_black_back.png,overlays/073_US3DCM11_black_back.jpg,US3DCM11,black,back,US3DCM11_back,1200,1200,READY,0.9786,0.38017,0.9896,2,0.9833,1674.5,2,US3DCM11 US3DCM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DCM11/black-back-model.jpg,92fb3b0916951db38823c3ec649e4c97,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/073_US3DCM11_black_back.png,test
074_US3DCM11_black_front,images/074_US3DCM11_black_front.jpg,labels_auto/074_US3DCM11_black_front.png,overlays/074_US3DCM11_black_front.jpg,US3DCM11,black,front,US3DCM11_front,1200,1200,READY,0.9774,0.26738,0.9912,1,0.9836,2133.7,2,US3DCM11 US3DCM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DCM11/black-front-model.jpg,3195e9aa20ac6989a0079547175f90d9,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/074_US3DCM11_black_front.png,train
075_US3DCM11_white_back,images/075_US3DCM11_white_back.jpg,labels_auto/075_US3DCM11_white_back.png,overlays/075_US3DCM11_white_back.jpg,US3DCM11,white,back,US3DCM11_back,1200,1200,READY,0.9593,0.38011,0.9122,2,0.9832,1642.7,2,US3DCM11 US3DCM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DCM11/white-back-model.jpg,06c67dac055e401153bf47da2eb3c7b3,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/075_US3DCM11_white_back.png,test
076_US3DCM11_white_front,images/076_US3DCM11_white_front.jpg,labels_auto/076_US3DCM11_white_front.png,overlays/076_US3DCM11_white_front.jpg,US3DCM11,white,front,US3DCM11_front,1200,1200,READY,0.9609,0.26667,0.9127,1,0.9836,2165.7,2,US3DCM11 US3DCM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DCM11/white-front-model.jpg,84b541736806465fec85f500484e48aa,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/076_US3DCM11_white_front.png,train
077_US3DCM15_black_back,images/077_US3DCM15_black_back.jpg,labels_auto/077_US3DCM15_black_back.png,overlays/077_US3DCM15_black_back.jpg,US3DCM15,black,back,US3DCM15_back,1200,1200,READY,0.9603,0.36768,0.92,2,0.978,1652.2,2,US3DCM15 US3DCM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DCM15/black-back-model.jpg,28e2a6e795c6f32599970297cc6b0f52,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/077_US3DCM15_black_back.png,train
078_US3DCM15_black_front,images/078_US3DCM15_black_front.jpg,labels_auto/078_US3DCM15_black_front.png,overlays/078_US3DCM15_black_front.jpg,US3DCM15,black,front,US3DCM15_front,1200,1200,READY,0.9595,0.25926,0.9837,1,0.9791,2135.0,2,US3DCM15 US3DCM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DCM15/black-front-model.jpg,7d86bf666febda793f0ae7acbc8e1681,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/078_US3DCM15_black_front.png,val
079_US3DCM15_white_back,images/079_US3DCM15_white_back.jpg,labels_auto/079_US3DCM15_white_back.png,overlays/079_US3DCM15_white_back.jpg,US3DCM15,white,back,US3DCM15_back,1200,1200,READY,0.9737,0.36356,0.992,2,0.9781,1696.0,2,US3DCM15 US3DCM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DCM15/white-back-model.jpg,e608b1d7e1e9ec8ef22be48817cd5895,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/079_US3DCM15_white_back.png,train
080_US3DCM15_white_front,images/080_US3DCM15_white_front.jpg,labels_auto/080_US3DCM15_white_front.png,overlays/080_US3DCM15_white_front.jpg,US3DCM15,white,front,US3DCM15_front,1200,1200,READY,0.9474,0.2585,0.8582,1,0.9784,2110.8,2,US3DCM15 US3DCM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/US3DCM15/white-front-model.jpg,232a1d369f120ddc43ac664ba18f5040,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/080_US3DCM15_white_front.png,val
081_USAAM11FB_bordeaux_back,images/081_USAAM11FB_bordeaux_back.jpg,labels_auto/081_USAAM11FB_bordeaux_back.png,overlays/081_USAAM11FB_bordeaux_back.jpg,USAAM11FB,bordeaux,back,USAAM11FB_back,1200,1200,READY,0.9678,0.37844,0.9711,2,0.9833,1699.9,2,USAAM11FB USGAM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM11FB/bordeaux-back-model.jpg,feab083fb93e36135c4023131ef19d44,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/081_USAAM11FB_bordeaux_back.png,train
082_USAAM11FB_bordeaux_front,images/082_USAAM11FB_bordeaux_front.jpg,labels_auto/082_USAAM11FB_bordeaux_front.png,overlays/082_USAAM11FB_bordeaux_front.jpg,USAAM11FB,bordeaux,front,USAAM11FB_front,1200,1200,READY,0.9736,0.2669,0.9917,1,0.9835,2140.9,2,USAAM11FB USGAM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM11FB/bordeaux-front-model.jpg,e198c98e63977555fff3a843bbf654ec,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/082_USAAM11FB_bordeaux_front.png,train
083_USAAM15_black_back,images/083_USAAM15_black_back.jpg,labels_auto/083_USAAM15_black_back.png,overlays/083_USAAM15_black_back.jpg,USAAM15,black,back,USAAM15_back,1200,1200,REVIEW,0.9379,0.36925,0.9924,2,0.8551,1636.8,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/black-back-model.jpg,694341552bd565721dae83f18f22d5f9,"Silhouette is atypical for drinkware (bbox fill 0.4972, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/083_USAAM15_black_back.png,train
084_USAAM15_black_front,images/084_USAAM15_black_front.jpg,labels_auto/084_USAAM15_black_front.png,overlays/084_USAAM15_black_front.jpg,USAAM15,black,front,USAAM15_front,1200,1200,READY,0.97,0.26839,0.9907,1,0.9797,2167.5,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/black-front-model.jpg,1f932e4ab77a37cbbab47b354e4ffa8a,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/084_USAAM15_black_front.png,test
085_USAAM15_bordeaux_back,images/085_USAAM15_bordeaux_back.jpg,labels_auto/085_USAAM15_bordeaux_back.png,overlays/085_USAAM15_bordeaux_back.jpg,USAAM15,bordeaux,back,USAAM15_back,1200,1200,REVIEW,0.938,0.36925,0.993,2,0.8551,1643.9,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/bordeaux-back-model.jpg,e549e623af075e37e115571a95a52290,"Silhouette is atypical for drinkware (bbox fill 0.4972, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/085_USAAM15_bordeaux_back.png,train
086_USAAM15_bordeaux_front,images/086_USAAM15_bordeaux_front.jpg,labels_auto/086_USAAM15_bordeaux_front.png,overlays/086_USAAM15_bordeaux_front.jpg,USAAM15,bordeaux,front,USAAM15_front,1200,1200,READY,0.9715,0.26838,0.9924,1,0.9796,2136.2,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/bordeaux-front-model.jpg,e1a39ccf8358d2ae4c859d2000d0dbc3,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/086_USAAM15_bordeaux_front.png,test
087_USAAM15_green_back,images/087_USAAM15_green_back.jpg,labels_auto/087_USAAM15_green_back.png,overlays/087_USAAM15_green_back.jpg,USAAM15,green,back,USAAM15_back,1200,1200,REVIEW,0.9371,0.36955,0.9918,2,0.8549,1723.4,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/green-back-model.jpg,83c8ae8317f7b5552c74fa8febb14141,"Silhouette is atypical for drinkware (bbox fill 0.4976, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/087_USAAM15_green_back.png,train
088_USAAM15_green_front,images/088_USAAM15_green_front.jpg,labels_auto/088_USAAM15_green_front.png,overlays/088_USAAM15_green_front.jpg,USAAM15,green,front,USAAM15_front,1200,1200,READY,0.9671,0.26857,0.9899,1,0.9795,2131.3,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/green-front-model.jpg,610b354febc7cbd6adba36baee3796ea,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/088_USAAM15_green_front.png,test
089_USAAM15_light-blue_back,images/089_USAAM15_light-blue_back.jpg,labels_auto/089_USAAM15_light-blue_back.png,overlays/089_USAAM15_light-blue_back.jpg,USAAM15,light-blue,back,USAAM15_back,1200,1200,REVIEW,0.9377,0.36941,0.9918,2,0.8551,1672.0,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/light-blue-back-model.jpg,ea1ddc18c88251be0045dd1fddb64edd,"Silhouette is atypical for drinkware (bbox fill 0.4974, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/089_USAAM15_light-blue_back.png,train
090_USAAM15_light-blue_front,images/090_USAAM15_light-blue_front.jpg,labels_auto/090_USAAM15_light-blue_front.png,overlays/090_USAAM15_light-blue_front.jpg,USAAM15,light-blue,front,USAAM15_front,1200,1200,READY,0.9677,0.26849,0.9895,1,0.9796,2107.3,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/light-blue-front-model.jpg,71ac97a4e48963f0112ea46f0ad83734,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/090_USAAM15_light-blue_front.png,test
091_USAAM15_light-yellow_back,images/091_USAAM15_light-yellow_back.jpg,labels_auto/091_USAAM15_light-yellow_back.png,overlays/091_USAAM15_light-yellow_back.jpg,USAAM15,light-yellow,back,USAAM15_back,1200,1200,REVIEW,0.9369,0.36961,0.9923,2,0.8548,1657.3,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/light-yellow-back-model.jpg,35f3d7913a12bf20a1e4f624162eb75d,"Silhouette is atypical for drinkware (bbox fill 0.4976, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/091_USAAM15_light-yellow_back.png,train
092_USAAM15_light-yellow_front,images/092_USAAM15_light-yellow_front.jpg,labels_auto/092_USAAM15_light-yellow_front.png,overlays/092_USAAM15_light-yellow_front.jpg,USAAM15,light-yellow,front,USAAM15_front,1200,1200,READY,0.9679,0.26861,0.9911,1,0.9795,2239.9,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/light-yellow-front-model.jpg,c78454a9d92da37acc210885a55d7d9b,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/092_USAAM15_light-yellow_front.png,test
093_USAAM15_maroon_back,images/093_USAAM15_maroon_back.jpg,labels_auto/093_USAAM15_maroon_back.png,overlays/093_USAAM15_maroon_back.jpg,USAAM15,maroon,back,USAAM15_back,1200,1200,REVIEW,0.9382,0.36932,0.9933,2,0.8551,1660.3,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/maroon-back-model.jpg,3619062ca3870005992194e6bf2e191a,"Silhouette is atypical for drinkware (bbox fill 0.4973, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/093_USAAM15_maroon_back.png,train
094_USAAM15_maroon_front,images/094_USAAM15_maroon_front.jpg,labels_auto/094_USAAM15_maroon_front.png,overlays/094_USAAM15_maroon_front.jpg,USAAM15,maroon,front,USAAM15_front,1200,1200,READY,0.9713,0.26843,0.9924,1,0.9796,2167.2,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/maroon-front-model.jpg,f71427f0489637fb933f796c9fe4c0bc,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/094_USAAM15_maroon_front.png,test
095_USAAM15_navy_back,images/095_USAAM15_navy_back.jpg,labels_auto/095_USAAM15_navy_back.png,overlays/095_USAAM15_navy_back.jpg,USAAM15,navy,back,USAAM15_back,1200,1200,REVIEW,0.9379,0.36932,0.9918,2,0.8551,1675.4,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/navy-back-model.jpg,a6530d034b130900144a88350138e31a,"Silhouette is atypical for drinkware (bbox fill 0.4973, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/095_USAAM15_navy_back.png,train
096_USAAM15_navy_front,images/096_USAAM15_navy_front.jpg,labels_auto/096_USAAM15_navy_front.png,overlays/096_USAAM15_navy_front.jpg,USAAM15,navy,front,USAAM15_front,1200,1200,READY,0.9689,0.26843,0.9899,1,0.9796,2135.6,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/navy-front-model.jpg,c74159841d2eb76d9d2851d9b01919c1,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/096_USAAM15_navy_front.png,test
097_USAAM15_orange_back,images/097_USAAM15_orange_back.jpg,labels_auto/097_USAAM15_orange_back.png,overlays/097_USAAM15_orange_back.jpg,USAAM15,orange,back,USAAM15_back,1200,1200,REVIEW,0.9371,0.36949,0.9918,2,0.8549,1729.0,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/orange-back-model.jpg,7f1ddb5f87879df0aba1bc09056f9681,"Silhouette is atypical for drinkware (bbox fill 0.4975, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/097_USAAM15_orange_back.png,train
098_USAAM15_orange_front,images/098_USAAM15_orange_front.jpg,labels_auto/098_USAAM15_orange_front.png,overlays/098_USAAM15_orange_front.jpg,USAAM15,orange,front,USAAM15_front,1200,1200,READY,0.9707,0.26852,0.9913,1,0.9796,2137.3,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/orange-front-model.jpg,38bf274d01ba92b8222835857eef88e2,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/098_USAAM15_orange_front.png,test
